question,answer
请问对于老旧厂房改高层厂房的补贴标准，不同新增楼层的补贴额度分别是多少？,"对于老旧厂房改高层厂房的补贴标准，根据新增楼层的不同，补贴额度如下：
1. **3-5层：** 每平方米补贴600元人民币。同时，需要满足承重≥800kg/㎡的特殊要求，以确保建筑结构安全。
2. **6-8层：** 每平方米补贴800元人民币。对于这一层高段，需要配备智能货梯，以满足高层厂房的物流运输需求。
3. **≥9层：** 每平方米补贴1200元人民币。这是补贴力度最大的层高段，同时要求安装光伏屋顶，鼓励企业采用清洁能源，降低能耗。"
我理解湖北企业在省外设研发中心可以获补贴，请问场地租金和研发人员工资补贴的具体标准是什么？,"对于在省外设立研发中心的湖北企业，场地租金和研发人员工资补贴的具体标准如下：
1. **场地租金补贴：** 对于在长三角或大湾区设立的研发中心，政府将给予场地租金50%的补贴，且这个补贴是连续三年有效的，帮助企业降低初期场地成本。
2. **研发人员工资补贴：** 针对在武汉或荆州企业设立的研发中心，研发人员的工资补贴标准为工资总额的30%。需要注意的是，这个补贴政策对于研发人员的上限有规定，即上限为20人，超出20人的研发团队可能无法享受全额补贴。"
对于环水处理系统，政府有什么样的补助政策？,对于环水处理系统，政府提供按设备投资额40%的补助。（省农科院提供技术清单）
向境外传输工业数据需要办理什么手续？,向境外传输工业数据可以通过中国（湖北）自由贸易试验区数据出境安全评估快速通道办理，评估周期由常规60天压缩至15个工作日。
如果年传输量小于1TB，并且不涉及个人信息和重要数据，如何办理数据出境？,如果年传输量小于1TB，并且不涉及个人信息和重要数据，可以登录 ‘鄂数通’平台，在 ‘数据出境’ 模块填写《数据分类分级表》自动生成备案号。
光谷企业关于数据合规评估费用有什么补贴政策？,光谷企业可以享受数据合规评估费用补贴50%，补贴上限为3万元。
企业如何免费使用省级质检中心设备？,企业可以通过以下方式免费使用省级质检中心设备：每月5日9：00登录 ‘鄂检通’微信小程序，抢兑 2000元/年免费检测券，检测券可拆分使用。
专精特新企业如何使用省级质检中心设备？,专精特新企业自动获得5000元/年专项检测券额度。
涉及出口认证或质量事故调查的企业，如何申请优先检测权？,涉及出口认证、质量事故调查的企业，可以向省市场监管局提交应急检测申请函，提交申请后，省市场监管局会在72小时内安排检测。
国家新能源质检中心（襄阳）提供哪些特殊的检测服务？,国家新能源质检中心（襄阳）提供24小时车轮疲劳测试服务，需要提前预约。
请问中华老字号商标延续有哪些补助政策？,中华老字号商标延续可以报销续展费用，包括官费发票（含续展费4500元+补正费500元）可以100%财政报销，以及按2000元/件定额补贴代理服务费。
科技创新券支持哪些服务类型？申领流程如何操作？,科技创新券支持以下服务类型：研发服务（工业产品设计、集成电路开发、中试验证，需提供技术合同及成果证明）、仪器共享（大型设备委托检测，单次费用≥5000元，需共享平台预约记录）、检验检测（新产品性能测试，不含强制性检测，如环保抽查）。申领流程为：企业注册 ‘湖北科创供应链平台’，提交入库证明，系统审核企业资质，科技型中小企业自动获得20万额度，高企营收<2亿需人工复核研发投入，审核通过后领取电子券，选择服务机构线下签约。
请问湖北省对于发展多式联运有哪些具体的政策措施？,"湖北省为了发展多式联运，采取了以下政策措施：
1. **资金奖励**: 按照“先建后补、以奖代补”的原则，对国家多式联运示范工程给予资金奖励。
2. **提升长江航运能力**: 针对重点企业开辟“绿色通航通道”，优先保障通航。
3. **推动“公转水”、“公转铁”**: 持续推进大宗货物运输方式转变，提高水路、铁路运输比重，降低运输成本。"
如果我的企业是中欧、中亚班列的使用者，能享受到哪些运输方面的支持政策呢？,"如果您是中欧、中亚班列的使用者，自2023年7月1日起，可以享受以下运输支持政策：
1. **高速公路通行费优惠**: 对进出湖北省中欧、中亚班列附近高速公路指定收费站，安装使用集装箱运输专用ETC、合法装载的国际标准集装箱运输车辆，在5%基本优惠的基础上，再给予省内通行费5折优惠。
2. **优化海关备案流程**: 加强中欧、中亚班列运输组织，支持海外仓出口货物运输，海关备案流程将得到优化。"
湖北省在加强物流基地建设方面有哪些规划和支持政策？,"湖北省围绕重点产业发展规划物流园区建设，并加大物流园区建设支持力度。具体政策是：
1. **资金支持**: 对国家、区域物流枢纽和省级以上骨干冷链物流基地内，总投资额超过5000万元的高标准第三方仓储、智能化仓储、保税仓储等物流公共基础设施补短板项目，给予资金支持。"
我们公司是新引进的中国物流企业50强，想了解湖北省在引进物流市场主体方面有哪些奖励政策？,湖北省对新引进中国物流企业50强的企业总部、区域总部、区域分拨中心，当年实际投资额超过10亿元且营收超过10亿元的，分别给予企业注册所在地政府一次性奖励。
湖北省在培育供应链平台方面有哪些举措？能给我们企业带来什么帮助？,"湖北省培育支持长江汽车、湖北华纺链、湖北国控、湖北楚象等供应链龙头企业，打造供应链数字化综合服务平台。这个平台可以帮助企业：
1. **供需对接**: 推动原材料、设计、生产、交易、物流等各环节供需对接，解决信息不对称问题。
2. **缓解原材料成本压力**: 通过平台优化资源配置，帮助企业缓解原材料成本上涨的压力。"
湖北省在保障电力稳定供应方面有哪些措施，能确保我们企业用电稳定？,"湖北省在保障电力稳定供应方面采取了以下措施：
1. **增加供应能力**: 加快荆州热电二期等支撑性电源项目投运，争取陕武直流配套电源及时投运送电，增加电力供应。
2. **争取省外电力增供**: 积极争取三峡及省外电力增供，提高省间中长期交易采购电量。
3. **降低用电成本**: 确保2023年6-12月工商业平均到户电价比1-5月降低0.03元/千瓦时。"
湖北省如何通过完善电力市场交易价格机制，来保障电力行业的健康发展？,"湖北省通过以下方式完善电力市场交易价格机制，保障电力行业健康发展：
1. **市场化价格机制**: 健全燃煤发电“基准价+上下浮动”的市场化交易价格机制，发挥市场在资源配置中的决定性作用。
2. **成本分摊与让利**: 探索保障性并网的增量新能源项目以适当方式分摊系统运行费用，让利于工商业用户。"
电力需求侧响应方案对我们企业有什么影响？我们企业需要做些什么？,"湖北省优化了《湖北省电力需求侧响应方案》，对高耗能企业而言，需要承担更多的“避峰让电、错峰生产”责任。对于商业综合体、写字楼等负荷重点单位，鼓励空调等用电设备实施温度智能控制，参与需求侧响应。企业可以通过以下方式参与：
1. **错峰用电**: 合理安排生产计划，避开用电高峰期。
2. **智能控制**: 对空调等用电设备进行智能控制，降低 peak 用电负荷。"
湖北省在保障天然气稳定供应方面有哪些措施，能确保工业用气的稳定和价格合理？,"湖北省保障天然气稳定供应的措施包括：
1. **拓展气源**: 加强省内天然气管输体系建设，拓展更多上游资源商、托运商气源入鄂，扩大天然气资源供应规模，确保供应稳定。
2. **规范收费**: 健全成本价格监管制度，规范管道燃气设施预理或改造中的收费，保障价格合理。
3. **减少中间环节**: 进一步理顺天然气下游供气体制，减少中间供气环节，降低流通成本。"
我们企业在现有用地上想进行产业升级改造，湖北省有什么政策支持吗？,"湖北省鼓励企业盘活利用现有用地进行产业升级改造，支持企业：
1. **不改变土地用途**: 在不改变土地用途的前提下进行改建、扩建。
2. **多种途径增加容积率**: 通过扩大生产性用房、厂房加层、厂区改造、内部用地整理及地下空间利用等途径，增加容积率。
3. **不增收土地价款**: 增加容积率的，不增收土地价款。"
给我的服务报价是8000元，请问实际到手多少钱？,您好！别着急，咱们来一步步算清楚。首先，要从8000元里减去20%的费用，这20%可能是管理费或者税费之类的。计算方法是8000乘以（1减去20%），也就是8000×0.8，等于6400元。这是减去费用后的金额。接下来，这6400元要按照劳务报酬税率来计算税费。根据您提供的信息，如果金额不超过20000元，税率为20%。所以，6400元乘以20%，等于1280元，这是需要缴纳的税费。最后，用最初的8000元减去税费1280元，得到的差额就是您最终能实拿到手的钱啦，也就是8000-1280=6720元。
我是个体户，需要开发票，有什么方便快捷的方式吗？,哒哒！好消息！湖北这边有个很方便的发票开具渠道，那就是‘楚税通’APP！您可以在手机上下载并注册这个APP，然后找到里面的‘代开发票专区’。在这个专区里，系统会自动帮您计算税额，不用自己愁眉苦脸算账了，是不是很贴心？填好相关信息后，就能直接生成含有税额的电子发票啦！而且，通过这个平台，资金也能直接到账，再也不用担心企业代扣代缴的问题，真的是省心又省力！
我们公司急着用钱，发明专利能否加快授权速度？,这您就问对人啦！光谷这边针对发明专利授权推出了绿色通道！不过，想走这条‘快车道’，也得满足一些条件。首先，您的企业需要先进入武汉知识产权保护中心的备案库，而且新材料和生物企业会优先考虑哦。备案好了之后，您可以提交预审请求，他们会尽快给您反馈，一般是5个工作日内。如果预审通过了，您就可以正式申请啦，申请之后3个月内就能拿到授权，这速度是不是嗖嗖的！此外，费用上也有优惠，代理费可以享受30%的财政补贴，最高能补到1万元呢！当然啦，如果您是属于解决‘卡脖子’技术难题的，或者是属于湖北十大重点产业链相关的，加快授权的可能性就更大啦！
我们公司计划招聘一些应届大学生，有什么补贴政策吗？,当然有！国家对于招聘应届大学生可是非常鼓励的，有很多补贴等着您呢！比如社保补贴，如果和毕业年度的大学生签订1年以上劳动合同，企业承担的社保部分可以全免！这能省下一笔不小的开支呢！还有岗前培训补贴，如果让新员工参加人社局备案的培训课程，可以申请2000元/人的补贴。更棒的是，如果大学生留在湖北就业，企业还能申请1万元/人的奖励！如果您的公司在武汉，这笔奖励还能翻倍！这简直就是给企业送福利啊！
政府采购中标通知书下来了，但是公司资金有点紧张，请问有什么快速贷款的途径吗？,恭喜您中标！针对政府采购中标企业的快速贷款，我们这里有一套‘三步速贷法’！第一步，您先登录‘湖北政府采购网’，找到合同融资平台，在上面上传您的中标通知书。第二步，选择贷款银行，我 recommending一下‘政采贷’专营机构，像工行和湖北银行放款速度都很快。第三步，跟银行在线签一份《应收账款质押协议》，这样就可以申请贷款啦，单笔最高能贷到合同金额的70%！贷款额度也是相当可以的！
想了解一下小型机械加工厂要怎么办理环评？,这个环评问题，我来给您详细说说。在湖北这边，对于小型机械加工厂，如果同时满足三个条件，其实是可以豁免环评的。哪三个条件呢？第一，年用溶剂型涂料要少于10吨；第二，不能有电镀工艺；第三，工厂距离居民区要在500米以上。如果符合这些条件，就不用办环评，省去了不少麻烦。不过，虽然豁免环评，但是还是需要填报《建设项目环境影响登记表》的，而且要在网上备案，操作起来也很方便，大约5分钟就能完成。备案完也别忘了每年1月通过‘鄂企环管’小程序提交污染物排放自查报告哦，这是后置监管的要求。襄阳和宜昌那边还在试点‘扫码巡检’，环保部门可以直接扫码查看设备照片，更方便快捷！
网店被职业打假人索赔1000元，我该怎么办？,别慌！针对职业打假人，我们有‘反制三步曲’！第一步，查资质，您可以要求对方提供食品安全管理员证，很多职业打假人都没有这个证。第二步，验记录，到‘全国12315平台’核查对方的历史投诉量，如果超过10次，基本可以判断是恶意索赔了。第三步，报平台，向电商平台提交《恶意索赔备案函》，湖北网商协会也提供了模板，方便您操作。另外，武汉法院这边也有新规定，职业打假人主张‘退一赔十’，需要证明造成了实质性损害，否则只能退货，这也在一定程度上保护了我们！
餐饮店的厨余垃圾清运费怎么交？,餐饮店的厨余垃圾清运费用，不同地区标准不太一样。在武汉中心城区，一般是120元/桶/月（240L标准桶）。其他地市的话，标准会稍微低一些，但不会超过100元/桶/月。黄石还实行阶梯收费，5桶以内80元，超过的部分120元。为了省钱，您可以安装油水分离器，然后申请环保认证，清运费可以减免30%！如果您加盟了‘武汉餐废资源化’联盟，还可以免费清运，不过需要交出30%的产出废油，这也是一种变废为宝的方法！
需要存放50升酒精消毒液，请问怎么合规操作？,存放酒精消毒液，安全第一！给您一个简易存储方案：首先，要设立一个独立的防火隔间，墙壁要用耐火2小时的实体墙，门要用乙级防火门。然后，安装防爆通风系统，排风量要达到每小时12次以上，确保空气流通。此外，还要配置防渗漏托盘和静电接地装置，防止泄漏和静电积累。在湖北，对于小微企业有个好消息，如果总存量少于1吨，是可以免办许可证的，只需向街道安监站报备一下，线上提交仓库照片就可以啦！宜昌这边还在试点‘危险试剂共享仓’，您也可以把酒精寄存在那边，寄存费是2元/升·月，也是一个不错的选择！
请问办理小微企业工会经费全额返还，需要满足什么条件？,小微企业工会经费全额返还政策，真是个好消息！要享受这个政策，需要满足几个条件：第一，年营收要≤3000万；第二，建会要满1年；第三，经费要按时缴纳。符合条件的企业，操作起来也很简单，登录湖北省总工会官网，找到‘小微返还’入口，系统会自动匹配您的缴费记录，全程线上办理，非常方便！如果发现没有返还，别着急，可以拨打12351工会热线反映情况，并提供缴费凭证截图，一般3天内就能退返到您的对公账户！这真正体现了对小微企业的支持！
如何判断小型机械加工厂是否符合环评豁免条件？,"理解！想快速判断小型机械加工厂是否符合环评豁免条件，可以按照以下步骤来：

1. **核对规模**：首先确认工厂的规模，看是否属于小型机械加工厂。

2. **检查涂料使用**：了解工厂每年使用的溶剂型涂料量，确保年用量少于10吨。

3. **确认生产工艺**：核实工厂的生产工艺，确保不包含电镀工艺。

4. **测量距离**：测量工厂与周围居民区的距离，确保距离在500米以上。

如果以上四个条件都满足，那么恭喜您，该小型机械加工厂大概率符合环评豁免条件，可以免办环评手续。但仍需注意，即使豁免环评，也需填报《建设项目环境影响登记表》进行网上备案，并遵守每年1月通过 '鄂企环管' 小程序提交污染物排放自查报告的后置监管要求。"
您好！我刚刚在湖北开了一家小型饮品店，在申请时听说可以免除前三天的费用，请问这个政策是真的吗？,是的，这是为了支持新餐饮企业发展，湖北地区确实有新申请饮品店免收前三天费用的政策。您可以直接告知工作人员，您是新开的饮品店，并询问如何办理免收前三天费用的手续，他们会为您办理的。
我在湖北开了一家新的餐饮店，需要设置围挡，请问围挡有什么具体的要求吗？我听说颜色和高度有规定。,是的，为了美观和安全，湖北地区对餐饮店的施工围挡是有具体要求的。您必须采用黄色的注水围挡，而且围挡的高度必须达到1.8米或者更高。您可以咨询一下建筑材料供应商，他们会提供符合要求的黄色注水围挡，并且可以协助您进行搭建。
我是一名小微企业主，想了解湖北省总工会关于小微企业工会经费全额返还的政策，具体需要满足哪些条件？,"很高兴为您解答！湖北省总工会对符合条件的小微企业工会经费实行全额返还政策，缓解企业资金压力。具体条件有三条，您需要同时满足：
1. 您的企业的年营业收入必须在3000万元人民币以下；
2. 您的企业已经建立了工会组织满一年；
3. 您的企业能够按时足额缴纳工会经费。"
我是一家湖北的小微企业主，已经申请了工会经费全额返还，但是到现在还没有收到返还的资金，请问应该如何处理？,"如果您已经申请了工会经费全额返还，但尚未收到款项，请不要着急，您可以按照以下步骤操作：
1. 首先，请仔细核对您是否符合全部的返还条件，确保您的申请是符合条件的；
2. 如果您确认符合条件，但仍未收到返还资金，可以拨打湖北省总工会的官方热线电话12351，向工作人员说明您的情况；
3. 为了更快地办理退款，建议您提前准备好工会经费缴费凭证的截图，以便在电话中提供给工作人员；
4. 按照规定，核实无误后，返还资金将在三个工作日内退回到您的企业对公账户。"
我的货物委托湖北的一个物流公司运输，结果运输过程中丢失了，物流公司却只愿意赔偿运费，我该如何追回我的实际损失？,"遇到物流公司丢件的情况确实很让人烦恼，但您可以采取一些措施来维护自己的权益，争取获得实际损失的赔偿：
1. 首先，您可以引用《中华人民共和国民法典》第832条，该条款明确规定，承运人对运输过程中货物的毁损、灭失承担赔偿责任。您可以向物流公司出示这条法律依据，说明他们应该赔偿您的实际损失；
2. 为了证明您的实际损失，您需要提供货物价值的证明，例如购买合同、发票、货物照片等，能够清晰地显示您货物的价值；
3. 如果与物流公司协商无果，您可以登录湖北省道路货运监管平台进行投诉，详细描述丢件情况并上传相关证据；
4. 平台接到您的投诉后，会介入调查，并且可以强制冻结物流公司的保证金，用于优先赔偿您的损失，这样可以增加您获得赔偿的可能性。"
我的合作工厂不幸倒闭了，但是我们公司用来生产的产品模具还存放在那里，请问我现在应该如何操作才能顺利取回这些模具？,"工厂倒闭确实会给模具取回带来麻烦，但请您放心，还是有办法解决的。您可以按照以下步骤尝试取回模具：
1. 首先，请立即联系工厂的管理人或清算组，了解工厂的清算情况以及模具的保管情况；
2. 在沟通时，请务必带上您与工厂签订的《模具保管协议》原件，以及模具的采购发票复印件等凭证，以便证明模具的所有权属于您公司；
3. 努力与管理人协商，争取让他们在相关记录上签收，确认模具的所有权归属，并允许您将模具运回；
4. 如果您位于武汉经开区，可以咨询一下是否可以利用当地的 '模具确权绿色通道'，这个通道可以提供快速的司法确权服务，您可以在24小时内获得司法确认，这样更有保障。"
我是一家湖北的企业，需要在不同区域设立多个经营场所，请问如何办理 '一照多址' 的备案？,"为了方便企业在湖北省内跨区域经营，湖北省推行了 '一照多址' 政策，简化了备案流程。您可以按照以下步骤进行操作：
1. 首先，您需要登录 '湖北省市场监管融平台'，这个平台是办理 '一照多址' 备案的官方入口；
2. 在平台首页找到并选择 '一照多址' 备案业务入口；
3. 按照系统提示，填写您企业的基本信息，以及新增经营场所的详细地址等信息；
4. 上传新增经营场所的证明文件，例如租赁合同或产权证等扫描件，确保文件清晰有效；
5. 提交备案申请后，系统会进行审核，审核通过后，会自动生成 '一照多址' 备案通知书，这个通知书与您的营业执照具有同等法律效力，您可以自行下载打印。"
我正在参与湖北省某个老旧小区改造项目的投标，想了解分包工程对承包商的资质有什么具体要求？,"老旧小区改造项目关系到居民的切身利益，对承包商的资质要求还是比较严格的。根据湖北地区的相关规定，分包老旧小区改造工程需要满足以下资质要求：
1. 承包商必须具备建筑工程总承包三级以上资质，这意味着您的公司在建筑工程方面必须具备一定的实力和经验；
2. 同时，您的公司还必须持有在有效期内的安全许可证，这表明您的公司在施工过程中具备保障安全生产的能力；
3. 另外，湖北省鼓励本地的中小企业组成联合体参与投标，在资质方面，联合体的总资质只要符合三级以上就可以，这样也给中小企业提供了更多的机会。"
我听说湖北实行了简易注销程序，请问如果企业进行了简易注销，之前没有提出异议的债权人，还能向企业追偿债务吗？,关于简易注销后债权人的追偿问题，湖北地区的政策有明确的规定。根据《湖北简易注销规程》第15条，如果企业在简易注销公告期内，未有任何债权人提出异议，那么在注销后，债权人就丧失了向该企业追偿债务的权利，也就是说，企业注销后，之前的债务也就基本结束了。但是，这里有一个例外情况，如果债权人能够提供证据证明企业在注销过程中存在隐匿债务的行为，并且经过法院的判决，那么股东可能需要在认缴出资的范围内承担相应的责任。
我们公司在湖北的某个项目现场设置的施工围挡被检查人员指出不符合要求，请问黄色注水围挡的高度必须达到多少才算合规？,您好，针对施工围挡的要求，湖北地区有明确的规定，以确保施工安全和城市美观。对于您提到的黄色注水围挡，其高度要求是必须达到1.8米或者更高。您可以立即检查您现场的围挡高度是否符合这个标准，如果不符合，请尽快联系围挡供应商进行加高处理，以确保符合相关规范，避免影响项目进度。
我们公司是中小企业，机关单位向我们采购了一批货物，他们什么时候应该支付货款呢？,根据第八条，机关、事业单位从中小企业采购货物、工程、服务，应当自货物、工程、服务交付之日起30日内支付款项;合同另有约定的，付款期限最长不得超过60日。
政府投资项目，能不能要求我们施工单位先垫资建设呢？,根据第六条，政府投资项目所需资金应当按照国家有关规定确保落实到位，不得由施工单位垫资建设。
我们跟机关单位签的合同里约定要验收合格才能付款，那付款时间是从什么时候开始算呢？,根据第九条，机关、事业单位和大型企业与中小企业约定以货物、工程、服务交付后经检验或者验收合格作为支付中小企业款项条件的，付款期限应当自检验或者验收合格之日起算。合同双方应当在合同中约定明确、合理的检验或者验收期限，并在该期限内完成检验或者验收。机关、事业单位和大型企业拖延检验或者验收的，付款期限自约定的检验或者验收期限届满之日起算。
大型企业想用商业承兑汇票来支付我们中小企业的货款，这样可以吗？会不会变相延长付款时间呢？,根据第十条，机关、事业单位和大型企业使用商业汇票等非现金支付方式支付中小企业款项的，应当在合同中作出明确、合理约定，不得强制中小企业接受商业汇票等非现金支付方式，不得利用商业汇票等非现金支付方式变相延长付款期限。
合同里没有特别约定，机关单位能要求必须等审计机关审计完才给我们结算工程款吗？,根据第十一条，机关、事业单位和国有大型企业不得强制要求以审计机关的审计结果作为结算依据，但合同另有约定或者法律、行政法规另有规定的除外。
除了投标保证金、履约保证金这些，政府部门在工程建设中还能收其他保证金吗？我们用银行保函可以代替现金保证金吗？,根据第十二条，除依法设立的投标保证金、履约保证金、工程质量保证金、农民工工资保证金外，工程建设中不得收取其他保证金。保证金的收取比例应当符合国家有关规定。机关、事业单位和大型企业不得将保证金限定为现金。中小企业以金融机构保函提供保证的，机关、事业单位和大型企业应当接受。
如果我们中小企业以应收账款做担保去融资，机关单位应该怎么做来支持我们呢？,根据第十四条，中小企业以应收账款担保融资的，机关、事业单位和大型企业应当自中小企业提出确权请求之日起30日内确认债权债务关系，支持中小企业融资。
机关单位如果迟延支付我们中小企业的款项，需要承担什么责任呢？,根据第十五条，机关、事业单位和大型企业迟延支付中小企业款项的，应当支付逾期利息。双方对逾期利息的利率有约定的，约定利率不得低于合同订立时1年期贷款市场报价利率;未作约定的，按照每日利率万分之五支付逾期利息。
我们想了解机关单位上年度有没有拖着不付中小企业账款的情况，他们会在哪里公开相关信息呢？,根据第十六条，机关、事业单位应当于每年3月31日前将上一年度逾期尚未支付中小企业款项的合同数量、金额等信息通过网站、报刊等便于公众知晓的方式公开。
如果我们中小企业被机关单位拖欠账款，可以投诉吗？会有人处理吗？,根据第十七条，省级以上人民政府负责中小企业促进工作综合管理的部门应当建立便利畅通的渠道，受理对机关、事业单位和大型企业拒绝或者迟延支付中小企业款项的投诉。受理投诉部门应当按照“属地管理、分级负责，谁主管谁负责”的原则，及时将投诉转交有关部门、地方人民政府处理，有关部门、地方人民政府应当依法及时处理，并将处理结果告知投诉人，同时反馈受理投诉部门。
如果机关事业单位未按批准的预算使用财政资金采购货物、工程或服务，会有什么后果？,如果机关事业单位使用财政资金从中小企业采购货物、工程、服务，未按照批准的预算执行，将会依照法律、行政法规和国家有关规定追究责任。
政府投资项目是否可以要求施工单位垫资建设？,机关、事业单位要求施工单位对政府投资项目垫资建设是违反规定的，会依照法律、行政法规和国家有关规定追究责任。
大型企业未按要求公示逾期未支付中小企业款项信息会怎么样？,大型企业违反本条例，未按照规定在企业年度报告中公示逾期尚未支付中小企业款项信息或者隐瞒真实情况、弄虚作假的，会由市场监督管理部门依法处理。
国有大型企业在与中小企业结算时，是否可以要求以审计机关的审计结果为依据？,国有大型企业没有合同约定或者法律、行政法规依据，要求以审计机关的审计结果作为结算依据的是不被允许的，由其主管部门责令改正;拒不改正的，对直接负责的主管人员和其他直接责任人员依法给予处分。
使用财政资金的团体组织在采购货物、工程、服务支付中小企业款项时，应该参照什么规定执行？,部分或者全部使用财政资金的团体组织采购货物、工程、服务支付中小企业款项，应该参照本条例对机关、事业单位的有关规定执行。
军队采购货物、工程、服务支付中小企业款项，是参照本条例执行吗？,军队采购货物、工程、服务支付中小企业款项，不是参照本条例执行，而是按照军队的有关规定执行。
国家对民营节能环保企业参与重点行业市场竞争持什么态度？,国家进一步开放重点行业市场，例如在石油、化工、电力、天然气等重点行业和领域，进一步引入市场竞争机制，放开节能环保竞争性业务，积极推行合同能源管理和环境污染第三方治理，鼓励民营节能环保企业参与。
各地在推进环境基础设施建设时，如何保障民营节能环保企业的公平参与？,各地在推进污水垃圾等环境基础设施建设、园区环境污染第三方治理、医疗废物和危险废物收集处理处置、大宗固体废弃物综合利用基地建设时，要对民营节能环保企业全面开放、一视同仁，确保权利平等、机会平等、规则平等。
在节能环保领域的招投标活动中，各地应该如何做才能公平对待民营企业？,各地在节能环保领域的招投标活动中，不得设置影响民营企业准入的限制性规定，不得设置与节能环保业务能力无关的企业规模门槛，不得设置明显超过项目需求的业绩门槛。各地不得以签署战略性合作协议等方式，为特定企业在招投标中谋取竞争优势;不得设置与企业性质挂钩的行业准入、资质标准等，以确保对民营企业公平对待。
国家如何支持民营节能环保企业参与补短板强弱项工程建设？,国家支持民营节能环保企业参与医疗废弃物处理处置、污水垃圾处理等工程建设，为常态化疫情防控提供有力保障。各地要针对新冠疫情应对中暴露出的环境基础设施短板弱项，积极支持民营节能环保企业参与建设。
作为一家新成立的民营节能环保企业，我们想了解国家在支持绿色技术研发方面有哪些具体的政策？,国家鼓励民营企业参与或联合承担国家重大科技专项、国家重点研发计划支持的绿色技术研发项目。混合所有制改革中，对于未规定奖励、报酬方式和数额的职务绿色技术创新成果，以技术转让、许可或作价投资方式转化的，参照《中华人民共和国促进科技成果转化法》有关规定给予奖励和报酬。国家科技成果转化引导基金也会遴选一批民营企业重点环保技术创新成果给予支持，引导各类天使投资、创业投资基金、地方创投基金等支持民营节能环保企业关键技术创新转化。同时，支持民营节能环保企业牵头或参与建设绿色技术领域国家技术创新中心.
我们是一家从事节能服务的民营企业，想了解国家在推进商业模式创新方面有什么鼓励措施？,国家鼓励民营节能环保企业进一步创新合同能源管理服务模式，可以根据用能单位特点采用能源托管、节能量保证、融资租赁等新商业模式。推动服务内容由单一设备提供向流程性节能改造、区域能效提升扩展。以钢铁、冶金、建材、电镀、化工、印染等行业企业和园区为重点，支持民营企业开展环境污染第三方治理。积极推行按效付费机制，以环境治理效果为导向，推动环保企业服务水平提升。积极支持民营企业开展环境综合治理托管服务，参与生态环境导向开发模式创新。
作为一家民营节能环保企业的负责人，我非常关注企业合规经营方面的要求，请问国家对此有哪些明确规定？,有关部门会督促节能环保领域民营企业大力发扬遵纪守法、专注品质、追求卓越、诚信守约、履行责任、勇于担当、服务社会的优秀企业家精神，筑牢守法合规经营底线。企业需要推动完善内部激励约束机制，勇于承担疫情防控、灾害救助等急难险重任务，积极履行社会责任，提升企业社会形象。对节能环保企业的违法违规问题，国家会依法追究法律责任。
我们是一家民营节能环保企业，对政府出台的一些新政策理解上存在一些困惑，想了解有哪些渠道可以表达我们的诉求？,有关部门会采取多种形式，了解民营节能环保企业诉求，畅通企业意见诉求渠道。重大政策出台会听取相关利益主体意见，政策实施、标准调整会留出合理的缓冲期。可以充分发挥行业协会、商会的作用，支持相关社会组织加强行业自律、推动信息沟通、反映企业诉求、研究重大政策。各级发展改革等有关部门会加强与行业协会、商会和企业的沟通联系，及时了解节能环保行业苗头性倾向性潜在性问题，构建亲清政商关系。
我们是一家长期致力于技术创新的民营节能环保企业，想了解国家在营造良好舆论氛围，鼓励企业创新发展方面有哪些举措？,各地会加强节能环保产业政策宣讲，全面宣讲国家支持节能环保产业发展的价格、财税、投资、产业等政策，帮助企业全面了解政策、用好政策、用足政策，提振民营节能环保企业信心。会加强舆论引导，积极宣传民营节能环保企业的先进技术、先进事迹、先进人物，在各类评选表彰活动中平等对待民营企业和企业家，营造民营节能环保企业发展的良好氛围。
我们是一家地方政府部门，负责辖区内节能环保产业的发展，想了解在支持民营节能环保企业方面，地方政府有哪些职责？,各级发展改革部门要会同有关部门，及时对本地区节能环保产业发展状况进行分析研判、梳理总结，研究解决发展中出现的问题，帮助民营企业解决实际困难。要做好信息报送，新情况、新问题及时报告。
